epoch,train_acc,test_acc,train_loss,test_loss
1,90.18,85.85,0.3434651692748069,0.4525619416236877
2,92.03,87.65,0.2835217203378677,0.4025120711326599
3,93.46,89.2,0.2265210430145263,0.3498636825084686
4,94.65,89.95,0.1952058482944965,0.325300148487091
5,95.34,90.45,0.1673558909893036,0.3026619896888733
6,95.63,90.7,0.15632453302145,0.2914095752239227
7,96.7,91.45,0.1292675917744636,0.2698959665298462
8,97.18,91.75,0.1123491822719573,0.2542677814960479
9,97.34,91.9,0.1023336014270782,0.2507066942453384
10,97.42,92.15,0.1002899628818035,0.2544263737201691
