epoch,train_acc,test_acc,train_loss,test_loss
1,90.76,86.95,0.3250069252967834,0.4276113538742065
2,92.72,89.0,0.25917415163517,0.3757693543434143
3,94.33,90.25,0.2007150366783142,0.3214292886257172
4,95.51,91.2,0.1685518685877323,0.2966497708559036
5,96.13,91.5,0.1406167566061019,0.2747233438491821
6,96.57,91.5,0.1275336639761924,0.2623385332822799
7,97.45,92.25,0.1059415303885936,0.2443505582809448
8,97.96,92.65,0.0894508901298046,0.2324716426134109
9,98.09,92.25,0.081131362247467,0.2297033569812774
10,98.36,92.8,0.0759287008106708,0.2282621608972549
