epoch,train_acc,test_acc,train_loss,test_loss
1,89.85,86.4,0.3490821602702141,0.4594503691196441
2,91.57,87.9,0.289891216135025,0.4098213806152344
3,93.32,89.35,0.2319403709411621,0.3509482915401459
4,94.31,90.25,0.1995664984226226,0.3239887890815734
5,95.1,90.6,0.172445827627182,0.3037207417488098
6,95.43,90.85,0.15914383020401,0.2920697801113128
7,96.39,91.25,0.1362336579740047,0.2751706082820892
8,96.83,91.65,0.1186200533270835,0.259427811384201
9,97.05,91.2,0.110533516550064,0.2606142559051513
10,97.25,92.05,0.1077625992953777,0.2584315967559814
