epoch,train_acc,test_acc,train_loss,test_loss
1,89.63,85.5,0.363333304977417,0.47020166182518
2,92.16,87.55,0.2804176575183868,0.3938796122074127
3,93.68,89.5,0.2239815605640411,0.3398118119239807
4,94.83,90.55,0.1945752976119518,0.3186850874423981
5,95.41,90.75,0.1646038868188858,0.2977247810363769
6,95.84,90.9,0.1515210878252983,0.2811085822582245
7,96.79,91.65,0.124478576529026,0.2612000679969787
8,97.29,92.2,0.107896485954523,0.2469680202007293
9,97.47,91.75,0.0976060698032379,0.2437644461393356
10,97.91,92.7,0.0868799404799938,0.2353799240589142
