epoch,train_acc,test_acc,train_loss,test_loss
1,90.57,86.5,0.3261117029428482,0.4337012503147125
2,92.61,88.9,0.2583761441707611,0.377973997592926
3,94.21,90.05,0.2011753227710724,0.3232561812400817
4,95.45,90.8,0.1697558146893978,0.2982061145305633
5,96.18,91.5,0.1414166238069534,0.2744202849864959
6,96.69,91.5,0.1268462377429008,0.2608983641862869
7,97.27,92.1,0.1067221125721931,0.2447209877967834
8,97.99,92.5,0.0894207231223583,0.2299555232524872
9,98.12,92.35,0.080965288567543,0.2267952417135238
10,98.37,92.9,0.0764668056964874,0.2256069920063018
