epoch,train_acc,test_acc,train_loss,test_loss
1,90.0,86.45,0.3510695004701614,0.4628444101810455
2,92.59,88.05,0.2664938365936279,0.3801898999214172
3,93.89,89.65,0.2133069728851318,0.3225022706985473
4,94.93,91.0,0.1794845353841781,0.2973225598335266
5,95.51,91.3,0.1582195179224014,0.2826269533634186
6,96.15,91.5,0.1399130249500274,0.263234105348587
7,96.62,92.35,0.1214259862303733,0.2446947704553604
8,97.04,92.4,0.1092496328175067,0.2351697790622711
9,97.42,92.3,0.0989418466091156,0.2286861642599106
10,97.49,92.5,0.0935748750790953,0.2276188290119171
