epoch,train_acc,test_acc,train_loss,test_loss
1,90.25,86.75,0.3367378333210945,0.4488563823699951
2,92.43,88.25,0.2624905868768692,0.3784087772369385
3,94.1,90.2,0.2069880038976669,0.3255050263404846
4,95.14,90.95,0.1741027247607708,0.2974934360980987
5,95.86,91.45,0.1470314025282859,0.2757025973796844
6,96.63,91.7,0.1300589970350265,0.2575608336925507
7,97.21,92.3,0.1127484404206276,0.2444306102991104
8,97.69,93.0,0.0963527901232242,0.2292437573671341
9,98.0,92.75,0.0851395784139633,0.2244805476665496
10,98.03,92.9,0.0827328079417347,0.2240586650371551
