epoch,train_acc,test_acc,train_loss,test_loss
1,90.3,86.5,0.3363518496632576,0.4453172113895416
2,92.33,88.45,0.2686093243837356,0.3848286499977111
3,94.1,89.7,0.2105997694253921,0.3302940735816955
4,95.12,90.85,0.1763760478019714,0.3047151963710784
5,95.8,91.0,0.1493508377552032,0.280210099697113
6,96.41,91.8,0.1304325439691543,0.2581591727733612
7,96.78,91.5,0.1183958236694335,0.2497010507583618
8,97.44,92.4,0.0983156173825264,0.2354657739400863
9,97.77,92.7,0.087552219748497,0.2281202725172043
10,97.96,93.1,0.0830346330672502,0.223758202791214
