epoch,train_acc,test_acc,train_loss,test_loss
1,90.26,85.9,0.3494705436468124,0.4619804747104645
2,92.45,88.15,0.2677384216070175,0.3844770491123199
3,94.08,90.05,0.2137156478881836,0.3246106708049774
4,95.08,90.8,0.176037769383192,0.2940000302791595
5,95.64,91.45,0.1537311637163162,0.2717704222202301
6,96.17,91.75,0.1345208457112312,0.2525505037307739
7,96.67,92.6,0.1197142884552478,0.2420523873567581
8,97.16,92.95,0.1041300393640995,0.2272890466451645
9,97.41,92.5,0.0960645453453064,0.2204169495105743
10,97.69,92.8,0.0892109391778707,0.2150157971382141
