epoch,train_acc,test_acc,train_loss,test_loss
1,89.95,86.45,0.61051218957901,0.738856987953186
2,92.86,89.25,0.516363967704773,0.6351271924972535
3,94.34,90.1,0.4762154838562011,0.5948722438812256
4,95.45,91.75,0.4364395420074463,0.5540410261154175
5,95.98,92.15,0.4115421040058136,0.5307286353111267
6,96.44,92.35,0.3989546407699585,0.5170864667892456
7,97.05,93.15,0.3834982995510101,0.504422646522522
8,97.36,93.35,0.3730292109012604,0.4909243779182434
9,97.68,93.6,0.3580608061790466,0.481506329536438
10,97.92,93.9,0.3587687233924865,0.4789762518405914
