epoch,train_acc,test_acc,train_loss,test_loss
1,90.35,86.65,0.3294033025145531,0.4341991059780121
2,92.71,88.8,0.2593457976579666,0.3753726472854614
3,94.32,90.1,0.2010583486080169,0.3191486763954163
4,95.43,90.95,0.170487093937397,0.2968926548957825
5,96.14,91.4,0.1412361259698867,0.2730722482204437
6,96.49,91.6,0.1289781374454498,0.2610277774333954
7,97.47,92.15,0.1064851455330848,0.2435078412294387
8,98.01,93.05,0.0891646051526069,0.2289252707958221
9,98.14,92.75,0.0807120491027832,0.2259410006999969
10,98.38,92.95,0.076607559043169,0.2250612975358963
