epoch,train_acc,test_acc,train_loss,test_loss
1,89.83,86.1,0.6110721909999848,0.7398965158462525
2,92.63,88.75,0.5187336282253265,0.6396173019409179
3,94.03,90.15,0.4797418953895568,0.5986830987930298
4,95.24,91.15,0.4429655884742737,0.5620006604194641
5,95.87,91.7,0.4153703605651855,0.5370804023742676
6,96.36,92.3,0.3995524236679077,0.5183237738609314
7,96.96,92.8,0.3831392422199249,0.5041807699203491
8,97.42,93.15,0.3749862410545349,0.4937451441287994
9,97.67,93.55,0.3561919900417328,0.4811973881721496
10,97.95,94.15,0.3599597496986389,0.4796735899448395
