epoch,train_acc,test_acc,train_loss,test_loss
1,89.71,85.6,0.3569194524884224,0.482876359462738
2,91.5,87.1,0.2952663053035736,0.4264794535636901
3,93.08,88.6,0.241866195654869,0.3761626772880554
4,94.02,89.0,0.212201478588581,0.3575588788986206
5,94.69,89.15,0.1917021073818206,0.3448727235794067
6,94.98,89.95,0.1771520662307739,0.3279836659431457
7,95.67,90.35,0.1573556029021739,0.3127735116481781
8,96.29,90.65,0.1403502236366272,0.2988999199867248
9,96.42,90.65,0.1271753388404846,0.2959970154762268
10,96.3,90.7,0.1353941579580307,0.3078017075061798
