epoch,train_acc,test_acc,train_loss,test_loss
1,89.5,86.5,0.356898441517353,0.4637341570854187
2,91.73,88.4,0.2925789265632629,0.4084121720790863
3,93.38,89.5,0.2329174662828445,0.3543846802711486
4,94.43,90.1,0.2042616310536861,0.3327692875862121
5,95.08,90.05,0.1763457691431045,0.3124927229881286
6,95.36,90.5,0.1630987906694412,0.2975756876468658
7,96.19,90.85,0.1385418922364711,0.2845273034572601
8,96.77,91.1,0.1212592139840126,0.2688123822212219
9,96.91,91.05,0.1131713413000106,0.2730119333267212
10,97.13,91.6,0.1098357874721288,0.2704112811088562
