epoch,train_loss,train_dice,val_loss,val_dice,test_dice,test_loss
1,0.5220028122266134,0.2061033782031801,0.4740984618663788,0.2014647841453552,,
2,0.4544200466738807,0.2673990541034274,0.6492237210273742,0.2858975946903229,,
3,0.3291807505819533,0.3752874169084761,0.4412505388259887,0.1610309869050979,0.266918898820877,0.6668902349472046
