epoch,train_loss,train_dice,val_loss,val_dice,test_dice,test_loss
1,0.5532138533062405,0.189263367652893,0.5440986156463623,0.2085462659597396,,
2,0.453020441532135,0.1696757805016305,0.4572874128818512,0.1792640596628189,,
3,0.4215078433354696,0.1579866998725467,0.4448097348213196,0.1697222143411636,0.1811808407306671,0.5296552038192749
