epoch,optimizer,seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,final_test_acc
1,SGD_Momentum,123,1.635750204663385,39.80888888888889,1.342214697599411,50.78,0.4177254639565945,86.45,86.45
2,SGD_Momentum,123,1.1392015808007934,59.45333333333333,1.0580872386693954,62.0,0.4177254639565945,86.45,86.45
3,SGD_Momentum,123,0.8618285076862032,69.50888888888889,0.8184416443109512,70.72,0.4177254639565945,86.45,86.45
4,SGD_Momentum,123,0.7238209921527993,74.7,0.7898300349712372,72.0,0.4177254639565945,86.45,86.45
5,SGD_Momentum,123,0.620408681305972,78.35111111111111,0.6756457656621933,76.5,0.4177254639565945,86.45,86.45
6,SGD_Momentum,123,0.5552285825833678,80.5911111111111,0.5838589459657669,80.2,0.4177254639565945,86.45,86.45
7,SGD_Momentum,123,0.4964680658992041,82.6288888888889,0.659497332572937,77.86,0.4177254639565945,86.45,86.45
8,SGD_Momentum,123,0.4605932577767155,84.15777777777778,0.5590001821517945,80.74,0.4177254639565945,86.45,86.45
9,SGD_Momentum,123,0.4253462326543575,85.16666666666667,0.4920216128230095,82.9,0.4177254639565945,86.45,86.45
10,SGD_Momentum,123,0.3940983913754197,86.33555555555556,0.5235081017017365,82.62,0.4177254639565945,86.45,86.45
11,SGD_Momentum,123,0.3657988072372973,87.33555555555556,0.488977038860321,83.72,0.4177254639565945,86.45,86.45
12,SGD_Momentum,123,0.3361443792131137,88.42,0.4504915475845337,84.68,0.4177254639565945,86.45,86.45
13,SGD_Momentum,123,0.3144131490791386,89.18666666666667,0.4293697774410248,85.5,0.4177254639565945,86.45,86.45
14,SGD_Momentum,123,0.2949640732046894,89.79777777777778,0.4779508873820305,84.34,0.4177254639565945,86.45,86.45
15,SGD_Momentum,123,0.2848659322004426,90.04888888888888,0.4141363143920898,85.96,0.4177254639565945,86.45,86.45
16,SGD_Momentum,123,0.2724233260378241,90.46666666666668,0.4371061131358146,85.46,0.4177254639565945,86.45,86.45
17,SGD_Momentum,123,0.2545780909713357,90.93777777777778,0.4439240500330925,85.38,0.4177254639565945,86.45,86.45
18,SGD_Momentum,123,0.241501435235312,91.56666666666666,0.4402089551091194,85.66,0.4177254639565945,86.45,86.45
19,SGD_Momentum,123,0.227928078204224,92.08444444444444,0.3702547684311866,87.42,0.4177254639565945,86.45,86.45
20,SGD_Momentum,123,0.2187861791938882,92.29777777777778,0.4111302614212036,86.36,0.4177254639565945,86.45,86.45
