epoch,optimizer,seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,final_test_acc
1,SGD_Momentum,1819,1.6152426420964978,39.80222222222222,1.3702681183815002,49.82,0.3682577230036258,87.17,87.17
2,SGD_Momentum,1819,1.1171442238105969,60.14,0.9577653646469116,65.32,0.3682577230036258,87.17,87.17
3,SGD_Momentum,1819,0.8663971071893518,69.47333333333333,0.8490417808294296,69.8,0.3682577230036258,87.17,87.17
4,SGD_Momentum,1819,0.7140679049559615,75.21111111111111,0.7182397544384003,74.78,0.3682577230036258,87.17,87.17
5,SGD_Momentum,1819,0.6166865958578207,78.52444444444444,0.6603645473718643,77.32,0.3682577230036258,87.17,87.17
6,SGD_Momentum,1819,0.5614125906405124,80.53111111111112,0.6037232756614686,78.38,0.3682577230036258,87.17,87.17
7,SGD_Momentum,1819,0.5100273192775521,82.34222222222222,0.6107118874788284,79.02,0.3682577230036258,87.17,87.17
8,SGD_Momentum,1819,0.4581679325889457,84.18666666666667,0.5362815618515014,80.72,0.3682577230036258,87.17,87.17
9,SGD_Momentum,1819,0.4181807418777184,85.33333333333333,0.5157552197575569,82.18,0.3682577230036258,87.17,87.17
10,SGD_Momentum,1819,0.3909023486670445,86.24,0.5080268457531929,82.42,0.3682577230036258,87.17,87.17
11,SGD_Momentum,1819,0.3610389516688883,87.37555555555555,0.4611130788922309,83.4,0.3682577230036258,87.17,87.17
12,SGD_Momentum,1819,0.3435401325114071,88.02222222222223,0.4573323294520378,84.16,0.3682577230036258,87.17,87.17
13,SGD_Momentum,1819,0.3181991777382791,88.84666666666666,0.5417967468500138,82.52,0.3682577230036258,87.17,87.17
14,SGD_Momentum,1819,0.3061137035150419,89.24222222222222,0.4276565536856651,85.74,0.3682577230036258,87.17,87.17
15,SGD_Momentum,1819,0.2802221227056262,90.31333333333332,0.4654409825801849,84.26,0.3682577230036258,87.17,87.17
16,SGD_Momentum,1819,0.2709483998319642,90.57333333333334,0.5262647733092308,83.16,0.3682577230036258,87.17,87.17
17,SGD_Momentum,1819,0.2550285801037468,91.23333333333332,0.399711337685585,86.56,0.3682577230036258,87.17,87.17
18,SGD_Momentum,1819,0.2401904003186659,91.55111111111113,0.3920623123645782,86.76,0.3682577230036258,87.17,87.17
19,SGD_Momentum,1819,0.2268653472208164,92.08444444444444,0.3927461326122284,86.84,0.3682577230036258,87.17,87.17
20,SGD_Momentum,1819,0.2196367486718703,92.28888888888888,0.3740436494350433,87.56,0.3682577230036258,87.17,87.17
