epoch,optimizer,seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,final_test_acc
1,SGD_Momentum,789,1.6040553545409983,40.58888888888889,1.383392745256424,49.12,0.5063320964574813,84.08,84.08
2,SGD_Momentum,789,1.108400033786893,60.22888888888889,0.9466735273599624,65.76,0.5063320964574813,84.08,84.08
3,SGD_Momentum,789,0.8693729884583842,69.40666666666667,0.888812318444252,69.3,0.5063320964574813,84.08,84.08
4,SGD_Momentum,789,0.7075167239050973,75.14444444444445,0.7312685787677765,74.06,0.5063320964574813,84.08,84.08
5,SGD_Momentum,789,0.621470944955945,78.25333333333333,0.6421935588121415,77.14,0.5063320964574813,84.08,84.08
6,SGD_Momentum,789,0.5561225579374216,80.68444444444444,0.5908923894166946,79.62,0.5063320964574813,84.08,84.08
7,SGD_Momentum,789,0.5010043352165006,82.65555555555555,0.5818699583411217,80.46,0.5063320964574813,84.08,84.08
8,SGD_Momentum,789,0.4520990158515898,84.36444444444444,0.5132828399538993,82.42,0.5063320964574813,84.08,84.08
9,SGD_Momentum,789,0.4237861828878522,85.41555555555556,0.5302599921822548,81.66,0.5063320964574813,84.08,84.08
10,SGD_Momentum,789,0.3989655563015152,86.06222222222222,0.4919858664274216,82.92,0.5063320964574813,84.08,84.08
11,SGD_Momentum,789,0.3661461681212214,87.2911111111111,0.4653537169098854,84.7,0.5063320964574813,84.08,84.08
12,SGD_Momentum,789,0.3447777324102141,88.04444444444445,0.5736804634332657,81.32,0.5063320964574813,84.08,84.08
13,SGD_Momentum,789,0.32257941365242,88.72222222222223,0.4643511936068535,84.24,0.5063320964574813,84.08,84.08
14,SGD_Momentum,789,0.3035890542140061,89.60444444444444,0.4013375774025917,86.82,0.5063320964574813,84.08,84.08
15,SGD_Momentum,789,0.2867988877591084,90.05555555555556,0.3711353823542594,87.22,0.5063320964574813,84.08,84.08
16,SGD_Momentum,789,0.2679947572336955,90.55111111111113,0.4543802514672279,84.6,0.5063320964574813,84.08,84.08
17,SGD_Momentum,789,0.2561661897819828,91.00444444444445,0.4347469717264175,85.48,0.5063320964574813,84.08,84.08
18,SGD_Momentum,789,0.242023656737398,91.63111111111112,0.3830728366971015,87.2,0.5063320964574813,84.08,84.08
19,SGD_Momentum,789,0.2300649772990833,91.85555555555555,0.3748419865965843,87.06,0.5063320964574813,84.08,84.08
20,SGD_Momentum,789,0.2188977633221921,92.24888888888889,0.4930368810892105,84.3,0.5063320964574813,84.08,84.08
