epoch,train_loss,train_acc,val_loss,val_acc
1,1.3852996323257685,48.83555555555556,1.1539466500282287,58.24
2,0.9562924798916688,65.77555555555556,0.8742768466472626,69.08
3,0.7585476152598858,73.04888888888888,0.8216687887907028,71.68
4,0.6425777915865183,77.6,0.6737953364849091,76.58
5,0.5675896904854612,80.22888888888889,0.5996171563863755,78.68
6,0.5128443011675369,82.16888888888889,0.583527785539627,80.04
7,0.463922425173223,84.06444444444445,0.6182937026023865,79.72
8,0.4326871761374853,85.19111111111111,0.4870017006993293,82.74
9,0.3968847599303858,86.17555555555556,0.4631551250815391,83.14
10,0.3688504540107467,87.28666666666666,0.4773372590541839,83.46
11,0.3488457255404104,87.95777777777778,0.4506110146641731,84.0
12,0.3232761106284504,88.92222222222222,0.3992800191044807,85.6
13,0.310737291266295,89.30444444444444,0.4963350415229797,82.7
14,0.2920926581983539,89.70444444444445,0.393697452545166,86.54
15,0.2729281227273697,90.63777777777776,0.4015291333198547,86.42
16,0.2576740998774767,91.07555555555555,0.4325845718383789,85.54
17,0.2422306751409037,91.63333333333334,0.409006255865097,86.84
18,0.2343246459071948,91.95555555555556,0.4039120972156524,86.28
19,0.2198637823616578,92.36,0.393287168443203,87.04
20,0.2108174907890233,92.7,0.3658178836107254,88.08
