epoch,train_loss,train_dice,val_loss,val_dice,test_dice,test_loss
1,2.0446439564116385,0.3841547730752136,1.84973947548204,0.43733333333333335,,
2,2.410630891889925,0.42346535631389204,2.066785337673293,0.4846666666666667,,
3,1.9028124203836012,0.49733320163958716,1.9353194547494252,0.5333333333333333,0.5357938718662952,1.6289608655684216
