epoch,train_loss,train_dice,val_loss,val_dice,test_dice,test_loss
1,0.5990768803490533,0.18579810874329672,0.5651918768882751,0.18023334443569183,,
2,0.46100106173091465,0.16458906332651774,0.42658379673957825,0.15576296746730806,,
3,0.41809010638131033,0.1515196399556266,0.40412686467170716,0.14737562835216522,0.1916314208507538,0.5700188779830933
