epoch,train_loss,train_dice,val_loss,val_dice,test_dice,test_loss
1,1.5234154729464922,0.4442811990715591,1.910369842224651,0.306,,
2,2.1118027806882536,0.17560126425996345,2.1871492551167804,0.1328888888888889,,
3,2.188264796395815,0.1424267865079757,2.187247607919905,0.14277777777777778,0.4309192200557103,1.6924184665706496
