epoch,train_loss,train_dice,val_loss,val_dice,test_dice,test_loss
1,1.8310888581709397,0.330991653908835,2.2350396807193755,0.19511111111111112,,
2,1.7731483209926224,0.35500518544125637,1.760719291905562,0.3058888888888889,,
3,1.7472916163174441,0.3767099609857277,1.7782296326822704,0.3567777777777778,0.4587743732590529,1.4601303987682364
