epoch,train_loss,train_dice,val_loss,val_dice,test_dice,test_loss
1,2.0466386972746675,0.29381697861622796,2.048330507212215,0.5248888888888888,,
2,2.2272581701366163,0.45970171366487234,2.6404593898769884,0.4151111111111111,,
3,2.606477458071805,0.4215269889871105,2.018567150046428,0.4807777777777778,0.6051532033426184,1.485442367453429
