epoch,train_loss,train_dice,val_loss,val_dice,test_dice,test_loss
1,0.5743905809190538,0.21481072041723465,0.4616009593009949,0.18203396201133729,,
2,0.4765746374924978,0.27708101471265156,3.817165422439575,0.27125324010849,,
3,0.3377411239677005,0.36808056003517575,0.40576286911964415,0.16468263566493987,0.29598697781562805,3.644496726989746
