epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,grad_norm,effective_batch_size,original_batch_size,elapsed_seconds,learning_rate,grad_noise_var
1,0.2458308376195306,83.17333333333333,0.1552871540188789,95.6,0.1552871540188789,95.6,0.6714026189209902,128,128,7.878987550735474,0.0072098091760139,
2,0.1170691736395607,86.88,0.1642496390268206,96.0,0.1642496390268206,96.0,0.5362064522453569,128,128,15.832953929901125,0.007202766854829,
3,0.0924261119481511,87.585,0.1654094395538171,96.66666666666669,0.1654094395538171,96.66666666666669,0.8430849397539272,128,128,23.784345865249637,0.0071816676840988,
4,0.081543199108887,87.87666666666667,0.1656283778138458,96.71666666666668,0.1656283778138458,96.71666666666668,0.3738912270150081,128,128,31.785605430603027,0.0071465949326107,
5,0.0757247784453051,88.17666666666666,0.2090356716265281,96.56666666666666,0.2090356716265281,96.56666666666666,0.8479049093791032,128,128,39.86462450027466,0.0070976870164917,
6,0.0703250798220212,88.31666666666666,0.1879812803429862,96.83333333333331,0.1879812803429862,96.83333333333331,0.5766131160743564,128,128,47.779011487960815,0.0070351369529429,
7,0.0625394172558199,88.47666666666667,0.1976959842722863,97.06666666666666,0.1976959842722863,97.06666666666666,0.716513239601476,128,128,55.70220971107483,0.0069591915984886,
8,0.0570264704728507,88.615,0.2172029814682901,96.91666666666669,0.2172029814682901,96.91666666666669,0.8031439460765007,128,128,63.61773204803467,0.0068701506747467,
9,0.0556246044888862,88.70666666666666,0.2464439057124157,96.9,0.2464439057124157,96.9,0.4822155551776487,128,128,71.51803493499756,0.0067683655855644,
10,0.0514792630226037,88.86166666666666,0.2487054946832358,97.05,0.2487054946832358,97.05,0.5285778276226623,128,128,83.65146803855896,0.0066542380301874,0.1577946543693542
11,0.0463188316647384,88.955,0.2528681832676132,97.1,0.2528681832676132,97.1,0.701965710634865,128,128,91.68029594421388,0.0065282184179369,
12,0.0436590997037649,89.06666666666666,0.2841823686224718,96.91666666666669,0.2841823686224718,96.91666666666669,0.4510215677602832,128,128,99.7656946182251,0.0063908040906496,
13,0.0404302587312529,89.18,0.2898884496341149,96.96666666666668,0.2898884496341149,96.96666666666668,0.3680203737718316,128,128,108.06410789489746,0.0062425373598966,
14,0.0365129871681424,89.25166666666667,0.3037577494978905,97.18333333333334,0.3037577494978905,97.18333333333334,0.4475888023387198,128,128,115.99121356010436,0.0060840033667275,
15,0.0341115303649164,89.33166666666666,0.3217548659692208,96.96666666666668,0.3217548659692208,96.96666666666668,0.577418346302703,128,128,123.94946217536926,0.0059158277723863,
16,0.0323879945736601,89.345,0.3383522589380542,97.33333333333331,0.3383522589380542,97.33333333333331,0.7291232399537436,128,128,131.9545440673828,0.0057386742891115,
17,0.0249601016709106,89.43666666666667,0.3685390219713251,97.13333333333334,0.3685390219713251,97.13333333333334,0.6011998191972954,128,128,139.9666075706482,0.0055532420607679,
18,0.0248408724598676,89.49666666666667,0.3432859193223218,97.16666666666669,0.3432859193223218,97.16666666666669,0.2605730205901538,128,128,147.80667328834534,0.0053602629036449,
19,0.0227717024111961,89.52833333333334,0.3686406703976293,96.95,0.3686406703976293,96.95,0.0519980652899473,128,128,155.66558361053467,0.0051604984183119,
20,0.0216117732495162,89.55666666666667,0.3891059503269692,97.08333333333331,0.3891059503269692,97.08333333333331,0.7581932360398329,128,128,168.193745136261,0.0049547369839287,0.1796182990074157
21,0.0154088696582997,89.64833333333333,0.3425805635439853,97.51666666666668,0.3425805635439853,97.51666666666668,0.3613618617102044,128,128,176.27274990081787,0.0047437906468734,
22,0.0150165922513632,89.68,0.3495239730303486,97.45,0.3495239730303486,97.45,0.3030655539260184,128,128,184.4318487644196,0.0045284919159662,
23,0.0157842874343816,89.67,0.3775811710705359,97.36666666666666,0.3775811710705359,97.36666666666666,0.0005776780175664,128,128,192.61537098884585,0.0043096904769373,
24,0.0113309018118416,89.74166666666666,0.4267210843972862,97.18333333333334,0.4267210843972862,97.18333333333334,0.2411797162749891,128,128,200.84589457511905,0.0040882498391057,
25,0.0082380711359562,89.8,0.3788016711672147,97.58333333333331,0.3788016711672147,97.58333333333331,0.5485485114416077,128,128,209.25938153266907,0.0038650439275022,
